auction_id,auction_description,round,bidder_frn,bidder_name,item_name,item_description,round_of_pwb,pwb_amount,net_pwb_amount
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA161-B,"Lubbock, TX",24,714000,714000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA176-B,"Springfield, IL",18,1618000,1213500
73,700 MHz Band,261,3778362,"Agri-Valley Communications, Inc.",WY-CMA177-B,"Battle Creek, MI",129,375000,318750
73,700 MHz Band,261,16191827,GreenFly LLC,WY-CMA178-B,"Wheeling, WV-OH",57,159000,119250
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA193-B,"Benton Harbor, MI",111,423000,317250
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA194-B,"Waco, TX",25,951000,951000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA195-B,"Cedar Rapids, IA",21,3047000,2285250
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA210-B,"Fort Collins-Loveland, CO",25,2076000,2076000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA211-B,"Bradenton, FL",24,1780000,1780000
73,700 MHz Band,261,4321451,Whidbey Telephone Company,WY-CMA212-B,"Bremerton, WA",35,1902000,1616700
73,700 MHz Band,261,4322350,"West Carolina Communications, LLC",WY-CMA227-B,"Anderson, SC",21,406000,345100
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA228-B,"Vineland-Millville, NJ",70,313000,313000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA229-B,"Medford, OR",27,775000,581250
73,700 MHz Band,261,15014202,"Cox Wireless, Inc.",WY-CMA245-B,"Ocala, FL",27,6117000,6117000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-CMA246-B,"Dothan, AL",41,2129000,2129000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA247-B,"Lafayette, IN",87,905000,678750
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA262-B,"Danville, VA",21,123000,92250
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA263-B,"Wausau, WI",22,3907000,2930250
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA264-B,"Florence, SC",21,2355000,2355000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA280-B,"Burlington, NC",193,489000,366750
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA281-B,"Laredo, TX",18,483000,483000
73,700 MHz Band,261,17182742,"Triad 700, LLC",WY-CMA282-B,"Bloomington, IN",27,567000,425250
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA297-B,"Great Falls, MT",24,648000,648000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA299-B,"Casper, WY",24,488000,488000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-CMA314-B,Alabama 8 - Lee,41,383000,383000
73,700 MHz Band,261,21188,"AlasConnect, Inc.",WY-CMA315-B,Alaska 1 - Wade Hampton,41,560000,560000
73,700 MHz Band,261,14820641,"MTA Communications, Inc.",WY-CMA316-B,Alaska 2 - Bethel,6,197000,197000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-CMA331-B,Arkansas 8 - Franklin,169,170000,170000
73,700 MHz Band,261,12882643,"Pine Cellular Phones, Inc.",WY-CMA332-B,Arkansas 9 - Polk,27,411000,349350
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-CMA333-B,Arkansas 10 - Garland,89,102000,102000
73,700 MHz Band,261,17190224,Club 42 CM Limited Partnership,WY-CMA347-B,California 12 - Kings,27,298000,223500
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA348-B,Colorado 1 - Moffat,27,944000,944000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA349-B,Colorado 2 - Logan,24,623000,623000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA363-B,Florida 4 - Citrus,22,7185000,7185000
73,700 MHz Band,261,17196320,"Dragon Arch, Inc.",WY-CMA364-B,Florida 5 - Putnam,242,366000,274500
73,700 MHz Band,261,17195561,"Miller, David",WY-CMA365-B,Florida 6 - Dixie,242,35000,26250
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA380-B,Georgia 10 - Bleckley,119,737000,737000
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-CMA381-B,Georgia 11 - Toombs,81,92000,69000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA382-B,Georgia 12 - Liberty,128,3059000,3059000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA397-B,Illinois 4 - Adams,18,1744000,1744000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA398-B,Illinois 5 - Mason,111,550000,412500
73,700 MHz Band,261,17163114,"I-700, LLC",WY-CMA399-B,Illinois 6 - Montgomery,58,836000,836000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA414-B,Iowa 3 - Monroe,21,1867000,1400250
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA415-B,Iowa 4 - Muscatine,21,3959000,2969250
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA416-B,Iowa 5 - Jackson,21,1800000,1350000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA432-B,Kansas 5 - Brown,32,2064000,2064000
73,700 MHz Band,261,4310769,The S&T Telephone Cooperative Associatio,WY-CMA433-B,Kansas 6 - Wallace,27,64000,54400
73,700 MHz Band,261,2331262,"Blue Valley Tele-Communications, Inc.",WY-CMA431-B,Kansas 4 - Marshall,22,2021000,1515750
73,700 MHz Band,261,10698868,Bluegrass Wireless LLC,WY-CMA448-B,Kentucky 6 - Madison,21,727000,727000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA449-B,Kentucky 7 - Trimble,55,1013000,1013000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA450-B,Kentucky 8 - Mason,51,829000,829000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA572-B,North Carolina 8 - Northampton,34,12393000,12393000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA573-B,North Carolina 9 - Camden,103,285000,213750
73,700 MHz Band,261,15755309,"Gold Radio Group, LLC",WY-CMA588-B,Ohio 4 - Mercer,70,710000,603500
73,700 MHz Band,261,17182742,"Triad 700, LLC",WY-CMA589-B,Ohio 5 - Hancock,27,468000,351000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA590-B,Ohio 6 - Morrow,18,3782000,3782000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA606-B,Oregon 1 - Clatsop,39,711000,711000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA607-B,Oregon 2 - Hood River,27,1068000,801000
73,700 MHz Band,261,12882643,"Pine Cellular Phones, Inc.",WY-CMA605-B,Oklahoma 10 - Haskell,29,1235000,1049750
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA621-B,Pennsylvania 10 - Bedford,24,134000,100500
73,700 MHz Band,261,17195561,"Miller, David",WY-CMA622-B,Pennsylvania 11 - Huntington,150,55000,41250
73,700 MHz Band,261,8209629,"N.E. Colorado Wireless Technologies, Inc",WY-CMA638-B,South Dakota 5 - Custer,36,249000,249000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA637-B,South Dakota 4 - Marshall,18,658000,658000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA653-B,Texas 2 - Hansford,24,587000,587000
73,700 MHz Band,261,17195561,"Miller, David",WY-CMA654-B,Texas 3 - Parmer,61,204000,153000
73,700 MHz Band,261,17195561,"Miller, David",WY-CMA655-B,Texas 4 - Briscoe,167,42000,31500
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA670-B,Texas 19 - Atascosa,21,316000,316000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA671-B,Texas 20 - Wilson,62,260000,260000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA672-B,Texas 21 - Chambers,32,673000,673000
73,700 MHz Band,261,2031698,Buggs Island Telephone Cooperative,WY-CMA687-B,Virginia 7 - Buckingham,29,615000,461250
73,700 MHz Band,261,2031698,Buggs Island Telephone Cooperative,WY-CMA688-B,Virginia 8 - Amelia,222,252000,189000
73,700 MHz Band,261,2031698,Buggs Island Telephone Cooperative,WY-CMA689-B,Virginia 9 - Greensville,117,265000,198750
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA703-B,West Virginia 3 - Monongalia,14,511000,383250
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA704-B,West Virginia 4 - Grant,24,658000,493500
73,700 MHz Band,261,15031065,Manti Telephone Company,WY-CMA720-B,Wyoming 3 - Lincoln,27,2027000,1520250
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA719-B,Wyoming 2 - Sheridan,26,1539000,1539000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-CMA334-B,Arkansas 11 - Hempstead,93,129000,129000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-CMA335-B,Arkansas 12 - Ouachita,93,263000,263000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA008-E,Buffalo-Niagara Falls NY-PA,8,971000,971000
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-BEA009-A,State College PA,26,1144000,858000
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-BEA024-A,Columbia SC,39,2782000,2086500
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA023-E,Charlotte-Gastonia NC-SC,57,6650000,6650000
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-BEA041-A,Greenville-Spartanburg SC-NC,49,3181000,2385750
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA040-E,Atlanta GA-AL-NC,49,32098000,32098000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-BEA036-A,Dothan AL-FL-GA,74,7973000,7973000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA036-E,Dothan AL-FL-GA,93,625000,625000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-BEA058-A,Northern Michigan MI,74,450000,450000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA057-E,Detroit-Ann Arbor-Flint MI,47,32719000,32719000
73,700 MHz Band,261,17145137,"MCBRIDE SPECTRUM PARTNERS, LLC",WY-BEA053-A,Pittsburgh PA-WV,69,8407000,6305250
73,700 MHz Band,261,17182742,"Triad 700, LLC",WY-BEA054-A,Erie PA,122,379000,284250
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA053-E,Pittsburgh PA-WV,8,3757000,3757000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA074-E,Huntsville AL-TN,116,600000,600000
73,700 MHz Band,261,5411426,"Cellular South Licenses, Inc.",WY-BEA075-A,Tupelo MS-AL-TN,73,5219000,5219000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA070-E,Louisville KY-IN,26,2258000,2258000
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-BEA070-A,Louisville KY-IN,75,3620000,2715000
73,700 MHz Band,261,5411426,"Cellular South Licenses, Inc.",WY-BEA071-A,Nashville TN-KY,27,49201000,49201000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA091-E,Fort Smith AR-OK,94,783000,783000
73,700 MHz Band,261,15014202,"Cox Wireless, Inc.",WY-BEA092-A,Fayetteville AR-MO-OK,117,6180000,6180000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA087-E,Beaumont-Port Arthur TX,83,460000,460000
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-BEA087-A,Beaumont-Port Arthur TX,29,1167000,875250
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-BEA088-A,Shreveport-Bossier City LA-AR,30,4499000,4499000
73,700 MHz Band,261,4059523,"NSIGHTTEL WIRELESS, LLC",WY-BEA109-A,Duluth-Superior MN-WI,40,2403000,2403000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA108-E,Wausau WI,83,355000,355000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-BEA104-A,Madison WI-IL-IA,40,23037000,17277750
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-BEA105-A,La Crosse WI-MN,156,7150000,7150000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA104-E,Madison WI-IL-IA,40,1334000,1334000
73,700 MHz Band,261,1700863,"Pioneer Telephone Cooperative, Inc.",WY-BEA126-A,Western Oklahoma OK,26,252000,252000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA125-E,Oklahoma City OK,8,5434000,5434000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-BEA121-A,North Platte NE-CO,129,102000,76500
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA121-E,North Platte NE-CO,129,61000,61000
73,700 MHz Band,261,1630201,Union Telephone Company,WY-BEA143-A,Casper WY-ID-UT,27,3797000,3797000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA142-E,Scottsbluff NE-WY,105,150000,150000
73,700 MHz Band,261,17195561,"Miller, David",WY-BEA138-A,Amarillo TX-NM,76,795000,596250
73,700 MHz Band,261,17163254,"SAL Spectrum, LLC",WY-BEA139-A,Santa Fe NM,183,1036000,1036000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA138-E,Amarillo TX-NM,85,292000,292000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-BEA160-A,LA-Riverside-Orange Cnty CA-AZ,20,580268000,580268000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA159-E,Tucson AZ,123,1950000,1950000
73,700 MHz Band,261,4964318,QUALCOMM Incorporated,WY-BEA160-E,LA-Riverside-Orange Cnty CA-AZ,84,154999000,154999000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA155-E,Farmington NM-CO,93,168000,168000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-BEA155-A,Farmington NM-CO,90,1489000,1489000
73,700 MHz Band,261,17190216,Continuum 700 LLC,WY-BEA156-A,Albuquerque NM-AZ,175,4538000,3403500
73,700 MHz Band,261,3194933,CHEVRON USA INC.,WY-BEA176-E,Gulf of Mexico,75,217000,217000
73,700 MHz Band,261,3194933,CHEVRON USA INC.,WY-BEA176-A,Gulf of Mexico,37,771000,771000
73,700 MHz Band,261,17190224,Club 42 CM Limited Partnership,WY-BEA175-E,American Samoa,254,17000,12750
73,700 MHz Band,261,5411426,"Cellular South Licenses, Inc.",WY-BEA045-A,Johnson City-Kingsport TN-VA,96,1108000,1108000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA044-E,Knoxville TN,59,842000,842000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA045-E,Johnson City-Kingsport TN-VA,34,303000,303000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA129-E,San Angelo TX,132,153000,153000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-BEA130-A,Austin-San Marcos TX,21,17370000,17370000
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-BEA147-A,Spokane WA-ID,29,4445000,3333750
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA146-E,Missoula MT,93,810000,810000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA147-E,Spokane WA-ID,129,1048000,1048000
73,700 MHz Band,261,17163114,"I-700, LLC",WY-CMA236-B,"Muncie, IN",107,381000,381000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA237-B,"Tyler, TX",22,1270000,1270000
73,700 MHz Band,261,17182742,"Triad 700, LLC",WY-CMA238-B,"Sharon, PA",19,350000,262500
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA026-E,Charleston-North Charleston SC,59,538000,538000
73,700 MHz Band,261,17190216,Continuum 700 LLC,WY-BEA026-A,Charleston-North Charleston SC,43,3955000,2966250
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA025-E,Wilmington NC-SC,29,705000,705000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA271-B,"Kokomo, IN",79,624000,624000
73,700 MHz Band,261,5411426,"Cellular South Licenses, Inc.",WY-CMA272-B,"Gadsden, AL",21,502000,502000
73,700 MHz Band,261,17163114,"I-700, LLC",WY-CMA273-B,"Kankakee, IL",56,493000,493000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA289-B,"Rapid City, SD",24,1448000,1448000
73,700 MHz Band,261,15006471,CenturyTel Broadband Wireless LLC,WY-CMA290-B,"La Crosse, WI",67,2971000,2971000
73,700 MHz Band,261,3194933,CHEVRON USA INC.,WY-CMA306-B,Gulf of Mexico,39,675000,675000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA307-B,Alabama 1 - Franklin,111,3880000,3880000
73,700 MHz Band,261,5411426,"Cellular South Licenses, Inc.",WY-CMA308-B,Alabama 2 - Jackson,25,2291000,2291000
73,700 MHz Band,261,4367074,"C&W Enterprises, Inc.",WY-CMA356-B,Colorado 9 - Costilla,64,84000,63000
73,700 MHz Band,261,17182742,"Triad 700, LLC",WY-CMA357-B,Connecticut 1 - Litchfield,89,387000,290250
73,700 MHz Band,261,17182742,"Triad 700, LLC",WY-CMA358-B,Connecticut 2 - Windham,89,240000,180000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA372-B,Georgia 2 - Dawson,31,3908000,3908000
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-CMA373-B,Georgia 3 - Chattooga,46,522000,391500
73,700 MHz Band,261,4321451,Whidbey Telephone Company,WY-CMA389-B,Idaho 2 - Idaho,32,58000,49300
73,700 MHz Band,261,15031065,Manti Telephone Company,WY-CMA390-B,Idaho 3 - Lemhi,28,212000,159000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA440-B,Kansas 13 - Edwards,24,304000,304000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA441-B,Kansas 14 - Reno,27,1493000,1119750
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA580-B,North Dakota 1 - Divide,10,190000,190000
73,700 MHz Band,261,15030844,"Iowa Intelegra Consortium, LLC",WY-CMA581-B,North Dakota 2 - Bottineau,113,91000,91000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA645-B,Tennessee 3 - Macon,42,3124000,3124000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA646-B,Tennessee 4 - Hamblen,40,3633000,3633000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA662-B,Texas 11 - Cherokee,45,1846000,1846000
73,700 MHz Band,261,17183237,"Spectrum Acquisitions, Inc.",WY-CMA663-B,Texas 12 - Hudspeth,33,238000,202300
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA680-B,Vermont 2 - Addison,24,9082000,6811500
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA679-B,Vermont 1 - Franklin,36,1029000,771750
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA697-B,Washington 5 - Kittitas,26,1448000,1448000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA698-B,Washington 6 - Pacific,41,1478000,1478000
73,700 MHz Band,261,4321451,Whidbey Telephone Company,WY-CMA696-B,Washington 4 - Grays Harbor,38,792000,673200
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA711-B,Wisconsin 4 - Marinette,100,5761000,4320750
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA712-B,Wisconsin 5 - Pierce,27,7633000,7633000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA713-B,Wisconsin 6 - Trempealeau,157,6278000,4708500
73,700 MHz Band,261,17164179,Worldcall Inc.,WY-CMA727-B,Puerto Rico 5 - Ceiba,109,112000,84000
73,700 MHz Band,261,17196320,"Dragon Arch, Inc.",WY-CMA728-B,Puerto Rico 6 - Vieques,260,91000,68250
73,700 MHz Band,261,17164179,Worldcall Inc.,WY-CMA729-B,Puerto Rico 7 - Culebra,258,81000,60750
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-BEA005-A,Albany-Schenectady-Troy NY,136,2888000,2166000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA004-E,Burlington VT-NY,94,318000,318000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA028-E,Savannah GA-SC,108,394000,394000
73,700 MHz Band,261,17190216,Continuum 700 LLC,WY-BEA028-A,Savannah GA-SC,56,3899000,2924250
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA095-E,Jonesboro AR-MO,79,761000,761000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-BEA096-A,St. Louis MO-IL,26,60918000,45688500
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-BEA012-A,Phil.-Atl. City PA-NJ-DE-MD,18,247613000,247613000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-BEA013-A,Wash.-Balt. DC-MD-VA-WV-PA,21,122688000,122688000
73,700 MHz Band,261,4964318,QUALCOMM Incorporated,WY-BEA012-E,Phil.-Atl. City PA-NJ-DE-MD,58,47408000,47408000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-BEA062-A,Grand Rapids-Muskegon MI,14,13555000,13555000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA062-E,Grand Rapids-Muskegon MI,8,3094000,3094000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA112-E,Bismarck ND-MT-SD,105,329000,329000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA113-E,Fargo-Moorhead ND-MN,115,433000,433000
73,700 MHz Band,261,3548443,"Kurian, Thomas K",WY-BEA113-A,Fargo-Moorhead ND-MN,159,834000,625500
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-BEA164-A,Sacramento-Yolo CA,24,25353000,25353000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-BEA165-A,Redding CA-OR,104,1144000,858000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA164-E,Sacramento-Yolo CA,57,4406000,4406000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA004-B,"Philadelphia, PA",26,365481000,365481000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA005-B,"Detroit-Ann Arbor, MI",26,202656000,202656000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA003-B,"Chicago, IL",23,892400000,892400000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA254-B,"Redding, CA",100,308000,231000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA255-B,"Odessa, TX",26,759000,759000
73,700 MHz Band,261,5746508,"PCS Partners, L.P.",WY-CMA323-B,Arizona 6 - Graham,56,362000,271500
73,700 MHz Band,261,15014202,"Cox Wireless, Inc.",WY-CMA324-B,Arkansas 1 - Madison,44,979000,979000
73,700 MHz Band,261,17190224,Club 42 CM Limited Partnership,WY-CMA340-B,California 5 - San Luis Obispo,27,1341000,1005750
73,700 MHz Band,261,17176173,"Great American Broadband, Inc.",WY-CMA341-B,California 6 - Mono,72,125000,93750
73,700 MHz Band,261,4964318,QUALCOMM Incorporated,WY-CMA342-B,California 7 - Imperial,204,676000,676000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA336-B,California 1 - Del Norte,26,843000,632250
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA337-B,California 2 - Modoc,26,38000,28500
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA352-B,Colorado 5 - Elbert,24,486000,486000
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA353-B,Colorado 6 - San Miguel,26,1001000,1001000
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-CMA368-B,Florida 9 - Calhoun,77,123000,92250
73,700 MHz Band,261,5411426,"Cellular South Licenses, Inc.",WY-CMA369-B,Florida 10 -  Walton,242,409000,409000
73,700 MHz Band,261,3290673,Cellco Partnership d/b/a Verizon Wireles,WY-CMA406-B,Indiana 4 - Miami,21,2055000,2055000
73,700 MHz Band,261,17163114,"I-700, LLC",WY-CMA407-B,Indiana 5 - Warren,70,598000,598000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA423-B,Iowa 12 - Winneshiek,25,1233000,924750
73,700 MHz Band,261,6236475,"Iowa Telecommunications Services, Inc.",WY-CMA424-B,Iowa 13 - Mitchell,24,1979000,1979000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA419-B,Iowa 8 - Monona,34,1476000,1107000
73,700 MHz Band,261,6236475,"Iowa Telecommunications Services, Inc.",WY-CMA420-B,Iowa 9 - Ida,24,1217000,1217000
73,700 MHz Band,261,17169327,"King Street Wireless, L.P.",WY-CMA597-B,Oklahoma 2 - Harper,33,999000,749250
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA598-B,Oklahoma 3 - Grant,51,4169000,4169000
73,700 MHz Band,261,17195561,"Miller, David",WY-CMA614-B,Pennsylvania 3 - Potter,40,36000,27000
73,700 MHz Band,261,17195561,"Miller, David",WY-CMA615-B,Pennsylvania 4 - Bradford,40,36000,27000
73,700 MHz Band,261,5746508,"PCS Partners, L.P.",WY-CMA616-B,Pennsylvania 5 - Wayne,36,175000,131250
73,700 MHz Band,261,15024631,"Cavalier Wireless, LLC",WY-CMA631-B,South Carolina 7 - Calhoun,95,151000,113250
73,700 MHz Band,261,14980726,"AT&T Mobility Spectrum, LLC",WY-CMA632-B,South Carolina 8 - Hampton,116,4363000,4363000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA078-E,Birmingham AL,21,3058000,3058000
73,700 MHz Band,261,17173121,Frontier Wireless LLC,WY-BEA079-E,Montgomery AL,74,469000,469000
73,700 MHz Band,261,5411426,"Cellular South Licenses, Inc.",WY-BEA079-A,Montgomery AL,74,8410000,8410000
73,700 MHz Band,261,5411426,"Cellular South Licenses, Inc.",WY-BEA080-A,Mobile AL,16,11719000,11719000
