"minutevol","tropicprice","minuteprice","dmnckprice","tropicad","minutead","dmnckad"
855040.000037138,0.04184895835,0.0371875,0.0221484375,0,0,0
1597439.99999198,0.05122395835,0.0371875,0.0260546875,0,0,1
5409792.0017484,0.05122395835,0.029609375,0.0260546875,0,1,0
801791.99999303,0.04934895835,0.0371875,0.0237109375,1,0,1
888831.99999753,0.03841145835,0.0371875,0.0237109375,1,0,0
1783808.00002523,0.05122395835,0.035078125,0.0237109375,0,1,0
1251328.00002987,0.05122395835,0.034296875,0.0240234375,0,0,0
1673215.99997330,0.04809895835,0.03216145835,0.0240234375,0,1,0
1348608.00000991,0.04770833335,0.033515625,0.0240234375,0,0,1
870399.99999277,0.046875,0.03635416665,0.0240234375,1,0,1
3658751.99888569,0.046875,0.03033854165,0.0240234375,0,0,0
866303.999981727,0.04770833335,0.03635416665,0.0240234375,0,1,1
1107968.00001363,0.04809895835,0.03635416665,0.0240234375,0,0,0
1301504.00000266,0.04028645835,0.035078125,0.0240234375,1,0,1
1071104.00001340,0.04809895835,0.035078125,0.0240234375,0,0,1
1276928.00001407,0.044140625,0.03424479165,0.0240234375,0,0,0
1016832.00001727,0.044140625,0.03635416665,0.0240234375,0,0,1
1263616.00004072,0.04809895835,0.036875,0.0240234375,0,1,1
2471935.99920419,0.04341145835,0.034765625,0.0240234375,0,1,1
2171903.99951519,0.04341145835,0.034765625,0.0240234375,0,0,0
1092607.99998455,0.04263020835,0.034765625,0.0240234375,0,0,0
1713151.99998416,0.04263020835,0.038671875,0.0240234375,0,0,0
1383424.00002919,0.044140625,0.038671875,0.0240234375,1,1,0
1027072.00000276,0.044140625,0.038984375,0.0240234375,1,0,0
1115136.00004260,0.044140625,0.04,0.0240234375,0,1,1
1076224.00000626,0.04028645835,0.034765625,0.0240234375,1,0,0
6845440.0008083,0.04809895835,0.034765625,0.0240234375,1,1,0
934911.999995245,0.04028645835,0.035078125,0.0240234375,1,0,0
1007616.00000084,0.03872395835,0.04447916665,0.0240234375,0,0,1
2423808.00100045,0.03872395835,0.03924479165,0.0240234375,0,1,0
971776.000000226,0.03872395835,0.03841145835,0.0240234375,0,1,1
791552.00001014,0.04809895835,0.04364583335,0.0240234375,0,0,0
2576383.99962669,0.04427083335,0.03924479165,0.0240234375,1,1,0
1168384.00002826,0.04239583335,0.03924479165,0.0240234375,1,0,1
945152.00001982,0.04622395835,0.04447916665,0.0217578125,0,0,1
3440639.99929549,0.04809895835,0.03330729165,0.0217578125,0,1,0
598016.000003954,0.03604166665,0.04447916665,0.0264453125,1,0,0
731135.999997099,0.04809895835,0.04447916665,0.0264453125,0,0,0
906239.999971892,0.04809895835,0.04447916665,0.0272265625,0,0,1
2855936.00047583,0.04809895835,0.03330729165,0.0248828125,0,1,1
822272.000014852,0.04809895835,0.04447916665,0.0248828125,0,0,0
789504.000012017,0.04419270835,0.04471354165,0.0248828125,1,0,0
899071.999995365,0.04419270835,0.04471354165,0.0272265625,0,0,1
723968.00000389,0.04674479165,0.043359375,0.0272265625,1,0,0
2898943.99898812,0.04440104165,0.0394150342,0.0272265625,0,1,0
710656.000019693,0.04809895835,0.04080729165,0.0217578125,0,1,0
844799.999979721,0.04809895835,0.04388020835,0.0272265625,0,1,0
3821567.99933253,0.044140625,0.04158854165,0.0248828125,1,1,0
833535.999998695,0.04809895835,0.04471354165,0.0233203125,0,0,1
809984.000006292,0.04627604165,0.04408854165,0.0264453125,1,1,1
4050943.99894314,0.04809895835,0.03893229165,0.0272265625,0,1,0
2221055.9992869,0.04653645835,0.03893229165,0.0287890625,1,1,0
752640.000004325,0.04638020835,0.03690104165,0.023828125,0,0,0
1065983.99997827,0.04247395835,0.03330729165,0.029296875,1,0,0
2736127.99887295,0.04247395835,0.03565104165,0.028203125,0,1,0
965632.000008035,0.04638020835,0.04111979165,0.028203125,0,0,0
1182719.99997663,0.04473958335,0.03763020835,0.025390625,1,1,0
3836928.00070514,0.0425,0.03528645835,0.028203125,0,0,0
803839.999999658,0.04981770835,0.04364583335,0.0299609375,0,0,1
3823616.00157598,0.04981770835,0.03872395835,0.0354296875,0,1,0
822271.999995633,0.04981770835,0.04364583335,0.0354296875,0,0,1
699392.000015771,0.04981770835,0.04364583335,0.0354296875,0,0,0
2781184.00025838,0.04981770835,0.04341145835,0.0354296875,0,1,0
688127.999986975,0.04981770835,0.04364583335,0.0354296875,0,1,0
1311743.99999735,0.04981770835,0.04364583335,0.0354296875,0,0,0
1808383.99958321,0.04981770835,0.04184895835,0.0338671875,0,1,1
755712.000022597,0.04981770835,0.04364583335,0.0338671875,0,0,0
4009984.00015896,0.04981770835,0.03841145835,0.0338671875,0,1,0
713728.000004639,0.04981770835,0.04364583335,0.033671875,1,0,0
860159.999992379,0.04981770835,0.04364583335,0.032109375,0,0,1
735232.000001484,0.04981770835,0.04364583335,0.0323046875,0,0,0
2762751.99998158,0.04981770835,0.04028645835,0.0323046875,0,1,0
555008.000013378,0.04981770835,0.04364583335,0.0315234375,0,0,1
859135.999995202,0.04981770835,0.04364583335,0.0315234375,0,1,1
1190911.99999702,0.05143229165,0.04364583335,0.0315234375,1,0,0
3814400.00060546,0.05143229165,0.03872395835,0.0354296875,0,1,0
806912.000013723,0.04765625,0.04280456895,0.0264453125,1,0,1
578559.99999789,0.05026041665,0.04364583335,0.0299609375,0,0,0
2905087.99949523,0.05026041665,0.03872395835,0.0299609375,0,1,1
693247.999991245,0.0498277518,0.04255208335,0.0276171875,0,0,0
3697663.99952027,0.0510475455,0.03763020835,0.0252734375,0,1,0
1086464.00004068,0.04934533335,0.03763020835,0.0299609375,0,1,1
1192959.99996849,0.04952484145,0.04255208335,0.0354296875,0,0,1
2202623.99952236,0.04674479165,0.03763020835,0.0303515625,0,1,1
1124351.99998707,0.044140625,0.03763020835,0.0264453125,0,0,1
1688576.00006968,0.039453125,0.034140625,0.0291796875,0,0,1
1307648.00000386,0.04205729165,0.034140625,0.0264453125,0,0,1
1649664.00005527,0.04674479165,0.034140625,0.0264453125,0,0,0
924672.000022564,0.04361979165,0.035546875,0.0221484375,0,0,1
1126400.00003166,0.04361979165,0.035546875,0.0283984375,0,1,1
4337663.99920733,0.04205729165,0.034140625,0.0283984375,1,1,0
1229824.00003872,0.04205729165,0.035546875,0.0252734375,0,0,1
1250303.99999262,0.03815104165,0.03473958335,0.0260546875,0,0,0
897023.99997622,0.04674479165,0.03473958335,0.0283984375,0,0,0
1147903.99999504,0.04674479165,0.03473958335,0.0283984375,0,0,0
3428352.00064307,0.04674479165,0.034140625,0.0291796875,0,1,1
733183.999994643,0.04674479165,0.035546875,0.0217578125,0,0,1
2007039.99998083,0.04518229165,0.035546875,0.0283984375,0,1,0
11359231.9981161,0.04518229165,0.031796875,0.0283984375,0,1,0
3147775.99899071,0.03346354165,0.031796875,0.0268359375,1,0,1
1202176.00000959,0.04518229165,0.035546875,0.0268359375,0,1,0
996352.000006899,0.03736979165,0.03268229165,0.0252734375,1,0,0
863232.00000218,0.04518229165,0.032265625,0.0205859375,1,0,1
1119232.00000995,0.03736979165,0.032265625,0.0276171875,1,0,1
2248703.99939335,0.03736979165,0.032265625,0.0264453125,0,0,1
12247039.9948344,0.04518229165,0.027578125,0.0276171875,0,1,0
1288192.00003609,0.03971354165,0.03268229165,0.0276171875,1,0,0
905215.999975946,0.03736979165,0.03268229165,0.0260546875,0,0,0
2776063.99975714,0.03736979165,0.02877604165,0.0226953125,0,1,1
1759232.00003830,0.04518229165,0.03268229165,0.0229296875,0,1,0
5515264.00089207,0.04518229165,0.03033854165,0.0260546875,1,1,0
1955839.99993351,0.03736979165,0.03033854165,0.0260546875,0,1,0
1006592.00002470,0.03736979165,0.03268229165,0.0252734375,0,0,1
1197055.99999025,0.03528645835,0.03268229165,0.0241015625,1,0,1
855040.000014086,0.04309895835,0.03268229165,0.0248828125,1,0,0
993280.000013132,0.03893229165,0.03268229165,0.0205859375,0,0,1
812031.999998854,0.03893229165,0.03268229165,0.0205859375,0,0,0
2377727.99953369,0.04518229165,0.03268229165,0.0244921875,0,0,1
10462208.0012234,0.04518229165,0.02721354165,0.0244921875,0,1,0
1379328.00002264,0.04518229165,0.03268229165,0.0237109375,1,0,1
1008639.99998186,0.03736979165,0.03268229165,0.0237109375,1,0,0
2721791.99923514,0.04518229165,0.03268229165,0.0237109375,0,1,0
929791.999998642,0.04127604165,0.03268229165,0.0240234375,1,0,1
2714623.99978236,0.04518229165,0.03190104165,0.0240234375,0,0,0
1546239.99998820,0.04518229165,0.03111979165,0.0240234375,0,1,0
1435647.99996173,0.04479166665,0.03111979165,0.0240234375,0,0,1
22118399.9989756,0.04479166665,0.03033854165,0.0240234375,0,1,0
1263616.00001987,0.04479166665,0.03268229165,0.0240234375,1,0,1
3805184.00142538,0.04479166665,0.02877604165,0.0240234375,0,0,0
1378304.00001217,0.04479166665,0.03268229165,0.0240234375,0,1,1
1210367.99998673,0.04518229165,0.03268229165,0.0240234375,0,0,0
1382399.99996204,0.03736979165,0.03268229165,0.0240234375,1,0,1
1108992.00000493,0.04518229165,0.03268229165,0.0240234375,0,0,1
1148928.00004049,0.044140625,0.03268229165,0.0240234375,0,0,0
1095680.00000347,0.044140625,0.03268229165,0.0240234375,0,0,1
1144831.99999123,0.04518229165,0.03268229165,0.0240234375,0,1,1
1884160.00003693,0.04049479165,0.03268229165,0.0240234375,0,1,1
1297407.99998271,0.04049479165,0.03268229165,0.0240234375,0,0,0
1031167.99999073,0.03971354165,0.03252604165,0.0240234375,0,0,0
1719295.99996853,0.03971354165,0.03643229165,0.0240234375,0,0,0
1606655.99998110,0.043359375,0.03643229165,0.0240234375,1,1,0
1328128.00001794,0.043359375,0.03658854165,0.0240234375,1,0,0
986111.999983358,0.043359375,0.03580729165,0.0240234375,0,1,1
1223680.00004796,0.03736979165,0.03268229165,0.0240234375,1,0,0
14261247.9989653,0.04440104165,0.03268229165,0.0240234375,1,1,0
1672191.99998104,0.03736979165,0.03268229165,0.0240234375,1,0,0
1319935.99994808,0.03580729165,0.039453125,0.0240234375,0,0,1
2164736.00057256,0.03580729165,0.036328125,0.0240234375,0,1,0
1509375.99996071,0.03580729165,0.036328125,0.0240234375,0,1,1
1651712.00005691,0.04440104165,0.039453125,0.0240234375,0,0,0
2634752.00042969,0.04135416665,0.036328125,0.0240234375,1,1,0
1875968.00023563,0.04135416665,0.036328125,0.0240234375,1,0,1
1043456.00001791,0.04440104165,0.039453125,0.0217578125,0,0,1
4827135.99956956,0.04440104165,0.02955729165,0.0217578125,0,1,0
858112.00000809,0.03322916665,0.039453125,0.0248828125,1,0,0
1037312.00001006,0.04440104165,0.039453125,0.0248828125,0,0,0
1017855.99998393,0.04440104165,0.039453125,0.0256640625,0,0,1
4867072.0005011,0.04440104165,0.02955729165,0.0248828125,0,1,1
1017855.99997452,0.04440104165,0.039453125,0.0248828125,0,0,0
766976.000005513,0.04127604165,0.040234375,0.0248828125,1,0,0
836607.999972848,0.04127604165,0.040234375,0.0256640625,0,0,1
809984.000006292,0.04440104165,0.040234375,0.0256640625,1,0,0
1951744.00001293,0.04283854165,0.03653758945,0.0256640625,0,1,0
742399.999980106,0.04440104165,0.037890625,0.0217578125,0,1,0
920576.000026156,0.04440104165,0.040234375,0.0256640625,0,1,0
3955712.00139315,0.043359375,0.038671875,0.0248828125,1,1,0
878591.999983493,0.04440104165,0.040234375,0.0233203125,0,0,1
747520.000016702,0.042578125,0.039609375,0.0248828125,1,1,1
6559743.9992697,0.04440104165,0.036015625,0.0256640625,0,1,0
4043775.99991907,0.04361979165,0.036015625,0.0251171875,1,1,0
1730559.99995895,0.04440104165,0.033984375,0.0227734375,0,0,0
1444863.99998680,0.04127604165,0.03190104165,0.0266796875,1,0,0
2417663.99926469,0.04127604165,0.03424479165,0.0266796875,0,1,0
987135.999998454,0.04440104165,0.03815104165,0.0266796875,0,0,0
1385472.00000426,0.04361979165,0.03763020835,0.0243359375,1,1,0
4675583.99918536,0.043359375,0.03528645835,0.0266796875,0,0,0
538624.000000149,0.051484375,0.04364583335,0.0311328125,0,0,1
4840447.99923822,0.051484375,0.03872395835,0.0366015625,0,1,0
539648.000011229,0.051484375,0.04364583335,0.0354296875,0,0,1
578559.99999789,0.051484375,0.04364583335,0.0354296875,0,0,0
2552831.9998706,0.051484375,0.04341145835,0.0366015625,0,1,0
453632.000009003,0.051484375,0.04364583335,0.0366015625,0,1,0
1028096.00000925,0.051484375,0.04364583335,0.0366015625,0,0,0
1772543.99959632,0.051484375,0.04184895835,0.0350390625,0,1,1
484351.999990488,0.051484375,0.04364583335,0.0350390625,0,0,0
3782655.99996433,0.051484375,0.03841145835,0.0350390625,0,1,0
388095.999985244,0.051484375,0.04364583335,0.03484375,1,0,0
614399.999983814,0.051484375,0.04364583335,0.03328125,0,0,1
452607.999986456,0.051484375,0.04364583335,0.0334765625,0,0,0
2473984.00110699,0.051484375,0.04028645835,0.0334765625,0,1,0
462848.000004873,0.051484375,0.04364583335,0.0315234375,0,0,1
629760.000015024,0.051484375,0.04364583335,0.0315234375,0,1,1
412672.000017688,0.05143229165,0.04364583335,0.0315234375,1,0,0
3429376.00058175,0.05143229165,0.03872395835,0.0366015625,0,1,0
374784.000006661,0.04765625,0.04313087375,0.0276171875,1,0,1
332800.000004468,0.05026041665,0.04364583335,0.0311328125,0,0,0
3240959.99941426,0.05026041665,0.03872395835,0.0311328125,0,1,1
410623.999995674,0.0498483346,0.04255208335,0.0287890625,0,0,0
3460096.00001844,0.05106167395,0.03763020835,0.0264453125,0,1,0
742399.999984764,0.0495293235,0.03763020835,0.0311328125,0,1,1
1040383.99998238,0.0494664317,0.04255208335,0.0358203125,0,0,1
3237888.00103952,0.04674479165,0.03763020835,0.0303515625,0,1,1
993280.000038343,0.044140625,0.03763020835,0.0264453125,0,0,1
1229823.99999708,0.039453125,0.034140625,0.0291796875,0,0,1
832512.000023253,0.04205729165,0.034140625,0.0264453125,0,0,1
1125376.00005047,0.04674479165,0.034140625,0.0264453125,0,0,0
764928.000003232,0.04361979165,0.035546875,0.0221484375,0,0,1
657408.000003987,0.04361979165,0.035546875,0.0283984375,0,1,1
3894271.99905424,0.04205729165,0.034140625,0.0283984375,1,1,0
882688.00003901,0.04205729165,0.035546875,0.0252734375,0,0,1
1121280.00002692,0.03815104165,0.03473958335,0.0260546875,0,0,0
930816.000001073,0.04674479165,0.03473958335,0.0283984375,0,0,0
1074175.99999294,0.04674479165,0.03473958335,0.0283984375,0,0,0
2877439.99920743,0.04674479165,0.034140625,0.0291796875,0,1,1
656384.000027694,0.04674479165,0.035546875,0.0217578125,0,0,1
1213440.00000728,0.04518229165,0.035546875,0.0283984375,0,1,0
6233087.99934644,0.04518229165,0.031796875,0.0291796875,0,1,0
1544192.00001178,0.03346354165,0.031796875,0.0268359375,1,0,1
621568.000011379,0.04518229165,0.035546875,0.0268359375,0,1,0
727039.99999874,0.03736979165,0.035859375,0.0268359375,1,0,0
893952.000004578,0.04518229165,0.03544270835,0.0221484375,1,0,1
708607.999988772,0.03736979165,0.03544270835,0.0291796875,1,0,1
2142207.99920023,0.0397208536,0.03544270835,0.0264453125,0,0,1
650240.000016417,0.047265625,0.0371875,0.0268359375,0,0,1
599039.999995407,0.047265625,0.0371875,0.0268359375,0,0,0
537599.999990913,0.04028645835,0.0371875,0.0307421875,0,0,0
2969599.99876804,0.04028645835,0.032734375,0.0254296875,0,1,1
1131520.00002391,0.05122395835,0.03635416665,0.0244921875,0,1,0
4529151.99804055,0.04986979165,0.03190104165,0.0291796875,1,1,0
1148928.00000176,0.03893229165,0.03190104165,0.0291796875,0,1,0
537599.999992931,0.04028645835,0.03635416665,0.0268359375,0,0,1
481280.00000176,0.03528645835,0.0371875,0.0241015625,1,0,1
463872.000018589,0.04622395835,0.0371875,0.0264453125,1,0,0
532480.000008119,0.04184895835,0.0371875,0.0221484375,0,0,1
477184.000008244,0.04184895835,0.0371875,0.0221484375,0,0,0
1381375.99999927,0.05122395835,0.0371875,0.0260546875,0,0,1
6263808.00106382,0.05122395835,0.029609375,0.0260546875,0,1,0
508928.000020575,0.04934895835,0.0371875,0.0237109375,1,0,1
635904.000003046,0.03841145835,0.0371875,0.0237109375,1,0,0
2508799.99975986,0.05122395835,0.035078125,0.0237109375,0,1,0
698367.999996219,0.04419270835,0.035078125,0.0240234375,1,0,1
833535.99999409,0.05122395835,0.034296875,0.0240234375,0,0,0
1125376.00002167,0.04809895835,0.03216145835,0.0240234375,0,1,0
